Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 08:37:23,"3.0969383, 101.6322533",176 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 08:37:48,"3.0999183, 101.632285",88 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 08:38:18,"3.10145, 101.6311417",56 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 08:39:08,"3.10283, 101.6294933",76 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 08:40:13,"3.1039083, 101.6264283",78 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 08:40:58,"3.1060033, 101.6258383",100 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 08:41:33,"3.1088367, 101.6243783",163 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 08:42:58,"3.11105, 101.6224233",167 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 08:43:38,"3.113015, 101.6199133",126 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 08:44:03,"3.11505, 101.621625",20 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 08:44:53,"3.11629, 101.622635",106 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 08:45:38,"3.1181017, 101.6241367",102 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 08:46:08,"3.1203183, 101.622365",74 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 08:47:58,"3.1178233, 101.62003",115 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 08:53:03,"3.1122233, 101.6193083",149 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:55:23,"3.1100333, 101.6163033",161 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:16:19,"3.1113593, 101.6120922",104 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 08:16:36,"3.1092317, 101.6115067",175 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 08:18:26,"3.1074517, 101.6072517",103 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 08:19:16,"3.10932, 101.6051417",162 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 08:20:16,"3.1094717, 101.6008867",155 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 08:20:36,"3.1094633, 101.59756",184 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 08:22:11,"3.10157, 101.59878",137 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 08:22:56,"3.1026467, 101.600455",39 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 08:23:01,"3.1031567, 101.60043",45 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 08:23:41,"3.10447, 101.6004",69 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 08:25:41,"3.1053467, 101.6057133",176 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 08:26:21,"3.103555, 101.6068967",52 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 08:26:41,"3.1019083, 101.60597",108 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 08:28:26,"3.0987667, 101.60375",158 meter,13
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 08:29:01,"3.0968167, 101.605195",39 meter,14
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 08:29:31,"3.09605, 101.6061883",9 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 08:30:01,"3.0974517, 101.6071217",171 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 08:32:01,"3.102115, 101.6082967",131 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 08:32:31,"3.1015783, 101.6119517",153 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 08:34:01,"3.1028554, 101.6163735",193 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 08:35:11,"3.1078283, 101.6161983",94 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 08:35:31,"3.109475, 101.6170883",78 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:16:19,"3.1113593, 101.6120922",104 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 08:16:36,"3.1092317, 101.6115067",187 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 08:32:41,"3.1015583, 101.6125567",184 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:35:41,"3.109895, 101.616525",190 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:00:03,"3.1113061, 101.61201",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 08:01:02,"3.109015, 101.6113617",149 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 08:02:57,"3.1020683, 101.6149617",189 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 08:04:12,"3.101275, 101.6109183",177 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 08:36:32,"3.1098533, 101.6174067",98 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:00:03,"3.1113061, 101.61201",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 08:01:02,"3.109015, 101.6113617",160 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 08:01:37,"3.1061683, 101.61075",126 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 08:02:52,"3.1025867, 101.614985",147 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 08:04:12,"3.101275, 101.6109183",192 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 08:04:42,"3.09771, 101.61097",98 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 08:06:47,"3.09338, 101.61097",182 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 08:07:37,"3.0897783, 101.6129067",189 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 08:09:02,"3.089295, 101.61485",89 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 08:10:02,"3.0924725, 101.6150173",193 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 08:11:07,"3.09542, 101.61748",20 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 08:16:42,"3.0946971, 101.6273759",183 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 08:17:07,"3.0958717, 101.6290367",178 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 08:18:47,"3.0969833, 101.6322233",171 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 08:19:17,"3.100045, 101.63231",75 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 08:19:47,"3.1014217, 101.631355",79 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 08:20:37,"3.1022633, 101.6295017",134 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 08:21:27,"3.104015, 101.6269217",128 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 08:21:52,"3.1055867, 101.6259",144 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 08:22:27,"3.108752, 101.6246372",193 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 08:24:47,"3.1113817, 101.6220067",108 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 08:26:57,"3.112985, 101.619955",125 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 08:27:47,"3.11506, 101.621585",21 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 08:28:07,"3.1162017, 101.6225117",121 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 08:28:37,"3.1178433, 101.624275",134 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 08:29:27,"3.1201433, 101.6226",106 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 08:30:52,"3.11827, 101.6195",191 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 08:36:07,"3.1122167, 101.6192833",147 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:39:07,"3.1102167, 101.6160867",131 meter,32
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 08:21:07,"3.1101017, 101.6177067",133 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:22:57,"3.11074, 101.614005",140 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 08:15:47,"3.1181883, 101.619475",188 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 08:17:02,"3.1164558, 101.6218675",138 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 08:18:27,"3.1141733, 101.6208817",42 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 08:20:22,"3.1118683, 101.6191433",107 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:22:37,"3.1101117, 101.6161683",144 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 08:23:02,"3.11081, 101.6135433",89 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:44:44,"3.1113486, 101.6123364",86 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 07:45:32,"3.1088167, 101.6113783",128 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 07:46:32,"3.1074217, 101.607875",168 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 07:47:17,"3.1093417, 101.605215",170 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 07:48:17,"3.1095067, 101.5998367",38 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 07:48:32,"3.109515, 101.5974183",173 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 07:50:27,"3.101615, 101.598865",127 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 07:51:32,"3.1021367, 101.6005167",23 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 07:51:42,"3.1032367, 101.60048",39 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 07:52:07,"3.1048129, 101.6003413",44 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 07:53:27,"3.1053317, 101.6061517",131 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 07:54:37,"3.1034967, 101.6069033",46 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 07:55:22,"3.1017905, 101.6058543",90 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 07:56:02,"3.0988467, 101.6038567",161 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 07:56:32,"3.0972667, 101.6045667",29 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 07:56:47,"3.09672, 101.605315",22 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 07:57:07,"3.0960533, 101.6061667",11 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 07:58:02,"3.0981383, 101.60711",95 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 07:59:07,"3.1022083, 101.6082717",138 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 07:59:37,"3.1016067, 101.61196",152 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 08:01:07,"3.10294, 101.61642",184 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 08:02:07,"3.107975, 101.6162083",78 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 08:02:22,"3.109285, 101.6170183",87 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:44:44,"3.1113486, 101.6123364",86 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 07:45:32,"3.1088167, 101.6113783",139 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 07:59:47,"3.1016317, 101.6125583",184 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:02:37,"3.109985, 101.6164017",173 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:40:52,"3.1110873, 101.6124768",53 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 07:43:39,"3.10877, 101.611425",124 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 07:45:44,"3.101805, 101.6150417",192 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 07:46:54,"3.1015633, 101.611135",198 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 08:21:04,"3.1105417, 101.61799",178 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:40:52,"3.1110873, 101.6124768",53 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 07:43:39,"3.10877, 101.611425",137 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 07:44:04,"3.1059533, 101.6107733",112 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 07:45:34,"3.10261, 101.6150983",156 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 07:47:04,"3.1008617, 101.61092",147 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 07:47:49,"3.09802, 101.6110433",132 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 07:49:54,"3.0930967, 101.6109217",151 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 07:50:49,"3.0885283, 101.6130367",126 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 07:52:44,"3.089225, 101.6149683",97 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 07:53:49,"3.09239, 101.61501",199 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 07:54:44,"3.0946167, 101.6169783",100 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 08:00:54,"3.0947297, 101.6273017",174 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 08:01:19,"3.0958433, 101.6290167",181 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 08:02:34,"3.0971767, 101.6322383",149 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 08:02:59,"3.099625, 101.63229",118 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 08:03:24,"3.101415, 101.6314017",84 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 08:04:14,"3.10282, 101.6294617",75 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 08:04:44,"3.10401, 101.6268233",117 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 08:05:39,"3.1059233, 101.62591",112 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 08:06:19,"3.1087883, 101.624675",195 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 08:08:24,"3.111095, 101.6225017",172 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 08:09:29,"3.1127808, 101.6202598",130 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 08:11:24,"3.11479, 101.6213867",59 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 08:12:54,"3.1160917, 101.62255",129 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 08:13:49,"3.1178983, 101.6243517",132 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 08:14:49,"3.119975, 101.6228433",139 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 08:17:09,"3.1181517, 101.61961",174 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 08:20:29,"3.1124483, 101.6195483",185 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 08:22:39,"3.1100683, 101.6163033",160 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:28:56,"3.1109881, 101.6123",60 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 07:31:19,"3.1087483, 101.6113217",119 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 07:33:34,"3.1074333, 101.606935",76 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 07:34:39,"3.1092933, 101.605325",183 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 07:35:39,"3.1095167, 101.6002833",88 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 07:35:59,"3.1094617, 101.5965017",92 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 07:37:54,"3.1015083, 101.5985033",168 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 07:38:49,"3.1019383, 101.6003967",40 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 07:39:04,"3.1031833, 101.600365",41 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 07:39:39,"3.1046457, 101.6003709",54 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 07:41:24,"3.1053583, 101.6056317",185 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 07:42:19,"3.10322, 101.60683",15 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 07:42:59,"3.101935, 101.605935",109 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 07:43:49,"3.0985183, 101.6036667",140 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 07:44:19,"3.0970083, 101.604915",19 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 07:44:34,"3.0964867, 101.60563",22 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 07:44:59,"3.0962233, 101.6058333",53 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 07:45:49,"3.0983883, 101.6071167",67 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 07:47:04,"3.1020533, 101.6084217",115 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 07:47:59,"3.10158, 101.6117917",171 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 07:49:44,"3.1029167, 101.6163633",186 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 07:51:19,"3.10705, 101.616235",177 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 07:51:49,"3.1094683, 101.61708",78 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:28:56,"3.1109881, 101.6123",60 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 07:31:19,"3.1087483, 101.6113217",130 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 07:48:19,"3.10154, 101.6130417",130 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 07:51:59,"3.1098867, 101.616515",189 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 07:18:32,"3.11099, 101.6128993",37 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 07:19:58,"3.1091433, 101.61148",165 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 07:21:43,"3.1017486, 101.6150696",194 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 07:22:58,"3.101395, 101.6109383",177 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 07:59:08,"3.1107333, 101.61811",199 meter,19
